precinct,method,candidate,votes
Lower Merion 1-3,Election Day,ERIC L SETTLE(FOR),****
Lower Merion 1-3,Election Day,UnresolvedWrite-In,****
Lower Merion 1-3,Mail-in,ROBERT COWBURN(LIB),****
Lower Merion 1-3,Mail-in,RICHARD L WEISS(GRE),****
Lower Merion 1-3,Mail-in,JUSTIN L MAGILL(CON),****
Lower Merion 1-3,Mail-in,ERIC L SETTLE(FOR),****
Lower Merion 1-3,Mail-in,UnresolvedWrite-In,****
Lower Merion 1-3,Provisional,ROBERT COWBURN(LIB),****
Lower Merion 1-3,Provisional,RICHARD L WEISS(GRE),****
Lower Merion 1-3,Provisional,JUSTIN L MAGILL(CON),****
Lower Merion 1-3,Provisional,ERIC L SETTLE(FOR),****
Lower Merion 1-3,Provisional,UnresolvedWrite-In,****
Lower Merion 1-3,Total,ROBERT COWBURN(LIB),6
Lower Merion 1-3,Total,RICHARD L WEISS(GRE),4
Lower Merion 1-3,Total,JUSTIN L MAGILL(CON),1
Lower Merion 1-3,Total,ERIC L SETTLE(FOR),23
Lower Merion 1-3,Total,UnresolvedWrite-In,1
Lower Merion 2-1,Election Day,ROBERT COWBURN(LIB),3
Lower Merion 2-1,Election Day,RICHARD L WEISS(GRE),4
Lower Merion 2-1,Election Day,JUSTIN L MAGILL(CON),2
Lower Merion 2-1,Election Day,ERIC L SETTLE(FOR),6
Lower Merion 2-1,Election Day,UnresolvedWrite-In,2
Lower Merion 2-1,Mail-in,ROBERT COWBURN(LIB),5
Lower Merion 2-1,Mail-in,RICHARD L WEISS(GRE),6
Lower Merion 2-1,Mail-in,JUSTIN L MAGILL(CON),0
Lower Merion 2-1,Mail-in,ERIC L SETTLE(FOR),5
Lower Merion 2-1,Mail-in,UnresolvedWrite-In,1
Lower Merion 2-1,Provisional,ROBERT COWBURN(LIB),0
Lower Merion 2-1,Provisional,RICHARD L WEISS(GRE),0
Lower Merion 2-1,Provisional,JUSTIN L MAGILL(CON),1
Lower Merion 2-1,Provisional,ERIC L SETTLE(FOR),0
Lower Merion 2-1,Provisional,UnresolvedWrite-In,0
Lower Merion 2-1,Total,ROBERT COWBURN(LIB),8
Lower Merion 2-1,Total,RICHARD L WEISS(GRE),10
Lower Merion 2-1,Total,JUSTIN L MAGILL(CON),3
Lower Merion 2-1,Total,ERIC L SETTLE(FOR),11
Lower Merion 2-1,Total,UnresolvedWrite-In,3
Lower Merion 2-2,Election Day,ROBERT COWBURN(LIB),2
Lower Merion 2-2,Election Day,RICHARD L WEISS(GRE),8
Lower Merion 2-2,Election Day,JUSTIN L MAGILL(CON),0
Lower Merion 2-2,Election Day,ERIC L SETTLE(FOR),4
Lower Merion 2-2,Election Day,UnresolvedWrite-In,3
Lower Merion 2-2,Mail-in,ROBERT COWBURN(LIB),1
Lower Merion 2-2,Mail-in,RICHARD L WEISS(GRE),5
Lower Merion 2-2,Mail-in,JUSTIN L MAGILL(CON),0
Lower Merion 2-2,Mail-in,ERIC L SETTLE(FOR),1
Lower Merion 2-2,Mail-in,UnresolvedWrite-In,0
Lower Merion 2-2,Provisional,ROBERT COWBURN(LIB),0
Lower Merion 2-2,Provisional,RICHARD L WEISS(GRE),0
Lower Merion 2-2,Provisional,JUSTIN L MAGILL(CON),0
Lower Merion 2-2,Provisional,ERIC L SETTLE(FOR),0
Lower Merion 2-2,Provisional,UnresolvedWrite-In,0
Lower Merion 2-2,Total,ROBERT COWBURN(LIB),3
Lower Merion 2-2,Total,RICHARD L WEISS(GRE),13
Lower Merion 2-2,Total,JUSTIN L MAGILL(CON),0
Lower Merion 2-2,Total,ERIC L SETTLE(FOR),5
Lower Merion 2-2,Total,UnresolvedWrite-In,3
Lower Merion 2-3,Election Day,ROBERT COWBURN(LIB),****
Lower Merion 2-3,Election Day,RICHARD L WEISS(GRE),****
Lower Merion 2-3,Election Day,JUSTIN L MAGILL(CON),****
Lower Merion 2-3,Election Day,ERIC L SETTLE(FOR),****
Lower Merion 2-3,Election Day,UnresolvedWrite-In,****
Lower Merion 2-3,Mail-in,ROBERT COWBURN(LIB),****
Lower Merion 2-3,Mail-in,RICHARD L WEISS(GRE),****
Lower Merion 2-3,Mail-in,JUSTIN L MAGILL(CON),****
Lower Merion 2-3,Mail-in,ERIC L SETTLE(FOR),****
Lower Merion 2-3,Mail-in,UnresolvedWrite-In,****
Lower Merion 2-3,Provisional,ROBERT COWBURN(LIB),****
Lower Merion 2-3,Provisional,RICHARD L WEISS(GRE),****
Lower Merion 2-3,Provisional,JUSTIN L MAGILL(CON),****
Lower Merion 2-3,Provisional,ERIC L SETTLE(FOR),****
Lower Merion 2-3,Provisional,UnresolvedWrite-In,****
Lower Merion 2-3,Total,ROBERT COWBURN(LIB),7
Lower Merion 2-3,Total,RICHARD L WEISS(GRE),8
Lower Merion 2-3,Total,JUSTIN L MAGILL(CON),0
Lower Merion 2-3,Total,ERIC L SETTLE(FOR),18
Lower Merion 2-3,Total,UnresolvedWrite-In,1
