precinct,method,candidate,votes
Pottstown 2-2,Election Day,Susan Maude BuchserQualified Write In,****
Pottstown 2-2,Election Day,Paul Vincent CataneseQualified Write In,****
Pottstown 2-2,Election Day,Patrick ChristianQualified Write In,****
Pottstown 2-2,Election Day,John E. DiazQualified Write In,****
Pottstown 2-2,Election Day,Angela DwyerQualified Write In,****
Pottstown 2-2,Election Day,Chris FranklinQualified Write In,****
Pottstown 2-2,Election Day,Jimmy GilesQualified Write In,****
Pottstown 2-2,Mail-in,Susan Maude BuchserQualified Write In,****
Pottstown 2-2,Mail-in,Paul Vincent CataneseQualified Write In,****
Pottstown 2-2,Mail-in,Patrick ChristianQualified Write In,****
Pottstown 2-2,Mail-in,John E. DiazQualified Write In,****
Pottstown 2-2,Mail-in,Angela DwyerQualified Write In,****
Pottstown 2-2,Mail-in,Chris FranklinQualified Write In,****
Pottstown 2-2,Mail-in,Jimmy GilesQualified Write In,****
Pottstown 2-2,Provisional,Susan Maude BuchserQualified Write In,****
Pottstown 2-2,Provisional,Paul Vincent CataneseQualified Write In,****
Pottstown 2-2,Provisional,Patrick ChristianQualified Write In,****
Pottstown 2-2,Provisional,John E. DiazQualified Write In,****
Pottstown 2-2,Provisional,Angela DwyerQualified Write In,****
Pottstown 2-2,Provisional,Chris FranklinQualified Write In,****
Pottstown 2-2,Provisional,Jimmy GilesQualified Write In,****
Pottstown 2-2,Total,Susan Maude BuchserQualified Write In,0
Pottstown 2-2,Total,Paul Vincent CataneseQualified Write In,0
Pottstown 2-2,Total,Patrick ChristianQualified Write In,0
Pottstown 2-2,Total,John E. DiazQualified Write In,0
Pottstown 2-2,Total,Angela DwyerQualified Write In,0
Pottstown 2-2,Total,Chris FranklinQualified Write In,0
Pottstown 2-2,Total,Jimmy GilesQualified Write In,0
Pottstown 3,Election Day,Susan Maude BuchserQualified Write In,0
Pottstown 3,Election Day,Paul Vincent CataneseQualified Write In,0
Pottstown 3,Election Day,Patrick ChristianQualified Write In,0
Pottstown 3,Election Day,John E. DiazQualified Write In,0
Pottstown 3,Election Day,Angela DwyerQualified Write In,0
Pottstown 3,Election Day,Chris FranklinQualified Write In,0
Pottstown 3,Election Day,Jimmy GilesQualified Write In,0
Pottstown 3,Mail-in,Susan Maude BuchserQualified Write In,0
Pottstown 3,Mail-in,Paul Vincent CataneseQualified Write In,0
Pottstown 3,Mail-in,Patrick ChristianQualified Write In,0
Pottstown 3,Mail-in,John E. DiazQualified Write In,0
Pottstown 3,Mail-in,Angela DwyerQualified Write In,0
Pottstown 3,Mail-in,Chris FranklinQualified Write In,0
Pottstown 3,Mail-in,Jimmy GilesQualified Write In,0
Pottstown 3,Provisional,Susan Maude BuchserQualified Write In,0
Pottstown 3,Provisional,Paul Vincent CataneseQualified Write In,0
Pottstown 3,Provisional,Patrick ChristianQualified Write In,0
Pottstown 3,Provisional,John E. DiazQualified Write In,0
Pottstown 3,Provisional,Angela DwyerQualified Write In,0
Pottstown 3,Provisional,Chris FranklinQualified Write In,0
Pottstown 3,Provisional,Jimmy GilesQualified Write In,0
Pottstown 3,Total,Susan Maude BuchserQualified Write In,0
Pottstown 3,Total,Paul Vincent CataneseQualified Write In,0
Pottstown 3,Total,Patrick ChristianQualified Write In,0
