precinct,method,candidate,votes
Hatfield 1-1,Election Day,CHASE OLIVER(LIB),1
Hatfield 1-1,Election Day,JILL STEIN (GRE),5
Hatfield 1-1,Election Day,Carol AshwerQualified Write In,0
Hatfield 1-1,Election Day,Shiva AyyaduraiQualified Write In,0
Hatfield 1-1,Election Day,Doug BellQualified Write In,0
Hatfield 1-1,Election Day,Jay J. BowmanQualified Write In,0
Hatfield 1-1,Mail-in,CHASE OLIVER(LIB),1
Hatfield 1-1,Mail-in,JILL STEIN (GRE),4
Hatfield 1-1,Mail-in,Carol AshwerQualified Write In,0
Hatfield 1-1,Mail-in,Shiva AyyaduraiQualified Write In,0
Hatfield 1-1,Mail-in,Doug BellQualified Write In,0
Hatfield 1-1,Mail-in,Jay J. BowmanQualified Write In,0
Hatfield 1-1,Provisional,CHASE OLIVER(LIB),0
Hatfield 1-1,Provisional,JILL STEIN (GRE),0
Hatfield 1-1,Provisional,Carol AshwerQualified Write In,0
Hatfield 1-1,Provisional,Shiva AyyaduraiQualified Write In,0
Hatfield 1-1,Provisional,Doug BellQualified Write In,0
Hatfield 1-1,Provisional,Jay J. BowmanQualified Write In,0
Hatfield 1-1,Total,CHASE OLIVER(LIB),2
Hatfield 1-1,Total,JILL STEIN (GRE),9
Hatfield 1-1,Total,Carol AshwerQualified Write In,0
Hatfield 1-1,Total,Shiva AyyaduraiQualified Write In,0
Hatfield 1-1,Total,Doug BellQualified Write In,0
Hatfield 1-1,Total,Jay J. BowmanQualified Write In,0
Hatfield 1-2,Election Day,CHASE OLIVER(LIB),3
Hatfield 1-2,Election Day,JILL STEIN (GRE),3
Hatfield 1-2,Election Day,Carol AshwerQualified Write In,0
Hatfield 1-2,Election Day,Shiva AyyaduraiQualified Write In,0
Hatfield 1-2,Election Day,Doug BellQualified Write In,0
Hatfield 1-2,Election Day,Jay J. BowmanQualified Write In,0
Hatfield 1-2,Mail-in,CHASE OLIVER(LIB),0
Hatfield 1-2,Mail-in,JILL STEIN (GRE),0
Hatfield 1-2,Mail-in,Carol AshwerQualified Write In,0
Hatfield 1-2,Mail-in,Shiva AyyaduraiQualified Write In,0
Hatfield 1-2,Mail-in,Doug BellQualified Write In,0
Hatfield 1-2,Mail-in,Jay J. BowmanQualified Write In,0
Hatfield 1-2,Provisional,CHASE OLIVER(LIB),0
Hatfield 1-2,Provisional,JILL STEIN (GRE),0
Hatfield 1-2,Provisional,Carol AshwerQualified Write In,0
Hatfield 1-2,Provisional,Shiva AyyaduraiQualified Write In,0
Hatfield 1-2,Provisional,Doug BellQualified Write In,0
Hatfield 1-2,Provisional,Jay J. BowmanQualified Write In,0
Hatfield 1-2,Total,CHASE OLIVER(LIB),3
Hatfield 1-2,Total,JILL STEIN (GRE),3
Hatfield 1-2,Total,Carol AshwerQualified Write In,0
Hatfield 1-2,Total,Shiva AyyaduraiQualified Write In,0
Hatfield 1-2,Total,Doug BellQualified Write In,0
Hatfield 1-2,Total,Jay J. BowmanQualified Write In,0
Hatfield 2-1,Election Day,CHASE OLIVER(LIB),4
Hatfield 2-1,Election Day,JILL STEIN (GRE),2
Hatfield 2-1,Election Day,Carol AshwerQualified Write In,0
Hatfield 2-1,Election Day,Shiva AyyaduraiQualified Write In,0
Hatfield 2-1,Election Day,Doug BellQualified Write In,0
Hatfield 2-1,Election Day,Jay J. BowmanQualified Write In,0
Hatfield 2-1,Mail-in,CHASE OLIVER(LIB),1
Hatfield 2-1,Mail-in,JILL STEIN (GRE),0
Hatfield 2-1,Mail-in,Carol AshwerQualified Write In,0
Hatfield 2-1,Mail-in,Shiva AyyaduraiQualified Write In,0
Hatfield 2-1,Mail-in,Doug BellQualified Write In,0
Hatfield 2-1,Mail-in,Jay J. BowmanQualified Write In,0
Hatfield 2-1,Provisional,CHASE OLIVER(LIB),0
Hatfield 2-1,Provisional,JILL STEIN (GRE),0
Hatfield 2-1,Provisional,Carol AshwerQualified Write In,0
Hatfield 2-1,Provisional,Shiva AyyaduraiQualified Write In,0
Hatfield 2-1,Provisional,Doug BellQualified Write In,0
Hatfield 2-1,Provisional,Jay J. BowmanQualified Write In,0
Hatfield 2-1,Total,CHASE OLIVER(LIB),5
Hatfield 2-1,Total,JILL STEIN (GRE),2
Hatfield 2-1,Total,Carol AshwerQualified Write In,0
Hatfield 2-1,Total,Shiva AyyaduraiQualified Write In,0
Hatfield 2-1,Total,Doug BellQualified Write In,0
Hatfield 2-1,Total,Jay J. BowmanQualified Write In,0
Hatfield 2-2,Election Day,CHASE OLIVER(LIB),****
Hatfield 2-2,Election Day,JILL STEIN (GRE),****
Hatfield 2-2,Election Day,Carol AshwerQualified Write In,****
Hatfield 2-2,Election Day,Shiva AyyaduraiQualified Write In,****
Hatfield 2-2,Election Day,Doug BellQualified Write In,****
Hatfield 2-2,Election Day,Jay J. BowmanQualified Write In,****
Hatfield 2-2,Mail-in,CHASE OLIVER(LIB),****
Hatfield 2-2,Mail-in,JILL STEIN (GRE),****
Hatfield 2-2,Mail-in,Carol AshwerQualified Write In,****
Hatfield 2-2,Mail-in,Shiva AyyaduraiQualified Write In,****
Hatfield 2-2,Mail-in,Doug BellQualified Write In,****
Hatfield 2-2,Mail-in,Jay J. BowmanQualified Write In,****
Hatfield 2-2,Provisional,CHASE OLIVER(LIB),****
Hatfield 2-2,Provisional,JILL STEIN (GRE),****
