precinct,method,candidate,votes
Abington 3-1,Election Day,Shondra IrvingQualified Write In,****
Abington 3-1,Election Day,Perry JonesQualified Write In,****
Abington 3-1,Election Day,Rich MarinQualified Write In,****
Abington 3-1,Election Day,Andre Ramon McNeil Sr.Qualified Write In,****
Abington 3-1,Election Day,William Cody NalbachQualified Write In,****
Abington 3-1,Election Day,Sethatina NewmanQualified Write In,****
Abington 3-1,Election Day,William PetersonQualified Write In,****
Abington 3-1,Mail-in,Shondra IrvingQualified Write In,****
Abington 3-1,Mail-in,Perry JonesQualified Write In,****
Abington 3-1,Mail-in,Rich MarinQualified Write In,****
Abington 3-1,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,****
Abington 3-1,Mail-in,William Cody NalbachQualified Write In,****
Abington 3-1,Mail-in,Sethatina NewmanQualified Write In,****
Abington 3-1,Mail-in,William PetersonQualified Write In,****
Abington 3-1,Provisional,Shondra IrvingQualified Write In,****
Abington 3-1,Provisional,Perry JonesQualified Write In,****
Abington 3-1,Provisional,Rich MarinQualified Write In,****
Abington 3-1,Provisional,Andre Ramon McNeil Sr.Qualified Write In,****
Abington 3-1,Provisional,William Cody NalbachQualified Write In,****
Abington 3-1,Provisional,Sethatina NewmanQualified Write In,****
Abington 3-1,Provisional,William PetersonQualified Write In,****
Abington 3-1,Total,Shondra IrvingQualified Write In,0
Abington 3-1,Total,Perry JonesQualified Write In,0
Abington 3-1,Total,Rich MarinQualified Write In,0
Abington 3-1,Total,Andre Ramon McNeil Sr.Qualified Write In,0
Abington 3-1,Total,William Cody NalbachQualified Write In,0
Abington 3-1,Total,Sethatina NewmanQualified Write In,0
Abington 3-1,Total,William PetersonQualified Write In,0
Abington 3-2,Election Day,Shondra IrvingQualified Write In,****
Abington 3-2,Election Day,Perry JonesQualified Write In,****
Abington 3-2,Election Day,Rich MarinQualified Write In,****
Abington 3-2,Election Day,Andre Ramon McNeil Sr.Qualified Write In,****
Abington 3-2,Election Day,William Cody NalbachQualified Write In,****
Abington 3-2,Election Day,Sethatina NewmanQualified Write In,****
Abington 3-2,Election Day,William PetersonQualified Write In,****
Abington 3-2,Mail-in,Shondra IrvingQualified Write In,****
Abington 3-2,Mail-in,Perry JonesQualified Write In,****
Abington 3-2,Mail-in,Rich MarinQualified Write In,****
Abington 3-2,Mail-in,Andre Ramon McNeil Sr.Qualified Write In,****
Abington 3-2,Mail-in,William Cody NalbachQualified Write In,****
Abington 3-2,Mail-in,Sethatina NewmanQualified Write In,****
Abington 3-2,Mail-in,William PetersonQualified Write In,****
Abington 3-2,Provisional,Shondra IrvingQualified Write In,****
Abington 3-2,Provisional,Perry JonesQualified Write In,****
Abington 3-2,Provisional,Rich MarinQualified Write In,****
Abington 3-2,Provisional,Andre Ramon McNeil Sr.Qualified Write In,****
Abington 3-2,Provisional,William Cody NalbachQualified Write In,****
Abington 3-2,Provisional,Sethatina NewmanQualified Write In,****
Abington 3-2,Provisional,William PetersonQualified Write In,****
Abington 3-2,Total,Shondra IrvingQualified Write In,0
Abington 3-2,Total,Perry JonesQualified Write In,0
Abington 3-2,Total,Rich MarinQualified Write In,0
Abington 3-2,Total,Andre Ramon McNeil Sr.Qualified Write In,0
Abington 3-2,Total,William Cody NalbachQualified Write In,0
Abington 3-2,Total,Sethatina NewmanQualified Write In,0
Abington 3-2,Total,William PetersonQualified Write In,0
Abington 3-3,Election Day,Shondra IrvingQualified Write In,****
Abington 3-3,Election Day,Perry JonesQualified Write In,****
Abington 3-3,Election Day,Rich MarinQualified Write In,****
Abington 3-3,Election Day,Andre Ramon McNeil Sr.Qualified Write In,****
